store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,inventory_capacity
1,1,10,9.487102068204305,76.25164825387165,store1@alappuzha.com,9540435707,2024-09-30 09:00:00,2024-09-30 21:00:00,3545
2,1,10,9.67694231600353,76.33342665517384,store2@alappuzha.com,9451951515,2024-09-30 09:00:00,2024-09-30 21:00:00,4349
3,1,10,9.365985381950692,76.42028890390026,store3@alappuzha.com,9911101710,2024-09-30 09:00:00,2024-09-30 21:00:00,4383
4,1,10,9.547817171729188,76.3234801583857,store4@alappuzha.com,9503365462,2024-09-30 09:00:00,2024-09-30 21:00:00,2036
5,1,10,9.517683235073953,76.2719461202707,store5@alappuzha.com,9649165135,2024-09-30 09:00:00,2024-09-30 21:00:00,1634
6,1,10,9.498875632656533,76.29062720744395,store6@alappuzha.com,9764366135,2024-09-30 09:00:00,2024-09-30 21:00:00,1266
7,1,10,9.485457295213157,76.42619801490011,store7@alappuzha.com,9503744962,2024-09-30 09:00:00,2024-09-30 21:00:00,3767
8,1,10,9.449050159497922,76.47922528620336,store8@alappuzha.com,9913101278,2024-09-30 09:00:00,2024-09-30 21:00:00,2767
9,1,10,9.542203362262903,76.16642774332111,store9@alappuzha.com,9823839669,2024-09-30 09:00:00,2024-09-30 21:00:00,1827
10,1,10,9.387640810827802,76.29447337643938,store10@alappuzha.com,9945857609,2024-09-30 09:00:00,2024-09-30 21:00:00,2930
11,1,11,27.881778863874402,78.07366078939619,store11@aligarh.com,9943944746,2024-09-30 09:00:00,2024-09-30 21:00:00,4242
12,1,11,27.963950632857923,77.98716460025223,store12@aligarh.com,9817154310,2024-09-30 09:00:00,2024-09-30 21:00:00,2555
13,1,11,27.76194025245419,78.08705443038548,store13@aligarh.com,9923280318,2024-09-30 09:00:00,2024-09-30 21:00:00,3257
14,1,11,27.89143313849848,78.19566976792795,store14@aligarh.com,9030749067,2024-09-30 09:00:00,2024-09-30 21:00:00,4750
15,1,11,27.79560703626533,78.25114101638,store15@aligarh.com,9090914461,2024-09-30 09:00:00,2024-09-30 21:00:00,1974
16,1,11,27.95108202871083,78.30874542970237,store16@aligarh.com,9464899612,2024-09-30 09:00:00,2024-09-30 21:00:00,1215
17,1,11,27.9506896934553,77.84323415113393,store17@aligarh.com,9387198830,2024-09-30 09:00:00,2024-09-30 21:00:00,3892
18,1,11,27.804103709296005,78.1036732788105,store18@aligarh.com,9380370992,2024-09-30 09:00:00,2024-09-30 21:00:00,1152
