store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,inventory_capacity
1,1,49,11.351810470113627,75.74697635811036,store1@calicut.com,9684532991,2024-09-30 09:00:00,2024-09-30 21:00:00,4256
2,1,49,11.268753810619463,75.719026241724,store2@calicut.com,9434694337,2024-09-30 09:00:00,2024-09-30 21:00:00,3878
3,1,49,11.303264800182955,75.81308244145586,store3@calicut.com,9781608675,2024-09-30 09:00:00,2024-09-30 21:00:00,3106
4,1,49,11.245007176266817,75.79336346861007,store4@calicut.com,9033007393,2024-09-30 09:00:00,2024-09-30 21:00:00,2021
5,1,49,11.226726768504415,75.81923726627372,store5@calicut.com,9882690417,2024-09-30 09:00:00,2024-09-30 21:00:00,3856
6,1,49,11.308040023554875,75.66594321105553,store6@calicut.com,9144083610,2024-09-30 09:00:00,2024-09-30 21:00:00,3165
7,1,49,11.22768974939033,75.75626903034123,store7@calicut.com,9551906588,2024-09-30 09:00:00,2024-09-30 21:00:00,4217
8,1,49,11.254231405376581,75.76355542690456,store8@calicut.com,9090112513,2024-09-30 09:00:00,2024-09-30 21:00:00,2951
9,1,49,11.160833812810084,75.7159146981853,store9@calicut.com,9567669639,2024-09-30 09:00:00,2024-09-30 21:00:00,2897
10,1,49,11.226943694813258,75.7736295226337,store10@calicut.com,9298855607,2024-09-30 09:00:00,2024-09-30 21:00:00,2699
11,1,35,25.250187351086144,74.7509423630831,store11@bhilwara.com,9743194557,2024-09-30 09:00:00,2024-09-30 21:00:00,2054
12,1,35,25.51507496699356,74.6731872627904,store12@bhilwara.com,9205986544,2024-09-30 09:00:00,2024-09-30 21:00:00,3158
13,1,35,25.521161481370633,74.6587422100661,store13@bhilwara.com,9602407574,2024-09-30 09:00:00,2024-09-30 21:00:00,2352
14,1,35,25.499265724940372,74.58720176294885,store14@bhilwara.com,9854133875,2024-09-30 09:00:00,2024-09-30 21:00:00,2908
15,1,35,25.49592674352677,74.7261727427274,store15@bhilwara.com,9195958652,2024-09-30 09:00:00,2024-09-30 21:00:00,3059
16,1,35,25.353815573100544,74.64060426099667,store16@bhilwara.com,9653475128,2024-09-30 09:00:00,2024-09-30 21:00:00,4957
17,1,35,25.430612221291867,74.81117952452871,store17@bhilwara.com,9837456211,2024-09-30 09:00:00,2024-09-30 21:00:00,3399
18,1,35,25.32516008201885,74.58324932220097,store18@bhilwara.com,9379240427,2024-09-30 09:00:00,2024-09-30 21:00:00,3700
19,1,35,25.377093875058694,74.478810654574,store19@bhilwara.com,9152968337,2024-09-30 09:00:00,2024-09-30 21:00:00,2077
20,1,35,25.41076854541345,74.59151618968221,store20@bhilwara.com,9048672882,2024-09-30 09:00:00,2024-09-30 21:00:00,3040
21,1,29,25.207956859290206,86.91634049670192,store21@bhagalpur.com,9576402060,2024-09-30 09:00:00,2024-09-30 21:00:00,1589
22,1,29,25.24572017382518,86.94428675115411,store22@bhagalpur.com,9214182070,2024-09-30 09:00:00,2024-09-30 21:00:00,1226
23,1,29,25.236196475981973,86.9617663012313,store23@bhagalpur.com,9302113896,2024-09-30 09:00:00,2024-09-30 21:00:00,2832
24,1,29,25.283787942042608,86.98598920681236,store24@bhagalpur.com,9746080009,2024-09-30 09:00:00,2024-09-30 21:00:00,1274
25,1,29,25.239009192959067,86.9324641326305,store25@bhagalpur.com,9919162474,2024-09-30 09:00:00,2024-09-30 21:00:00,3035
26,1,29,25.247618896525115,86.93818735525183,store26@bhagalpur.com,9597715768,2024-09-30 09:00:00,2024-09-30 21:00:00,3957
27,1,29,25.293035411025837,86.90468744100463,store27@bhagalpur.com,9878129202,2024-09-30 09:00:00,2024-09-30 21:00:00,2727
28,1,29,25.24556439838268,86.97313033125425,store28@bhagalpur.com,9908880812,2024-09-30 09:00:00,2024-09-30 21:00:00,3636
29,1,29,25.290042282360186,86.97053940033862,store29@bhagalpur.com,9724724855,2024-09-30 09:00:00,2024-09-30 21:00:00,3672
30,1,29,25.24440521097004,86.96136160971072,store30@bhagalpur.com,9478591575,2024-09-30 09:00:00,2024-09-30 21:00:00,1969
31,1,18,23.580091954609166,86.80584100012912,store31@asansol.com,9220678071,2024-09-30 09:00:00,2024-09-30 21:00:00,3966
32,1,18,23.508421027545186,87.0817018861027,store32@asansol.com,9606282126,2024-09-30 09:00:00,2024-09-30 21:00:00,1922
33,1,18,23.65789876366518,87.07223785448505,store33@asansol.com,9549710615,2024-09-30 09:00:00,2024-09-30 21:00:00,2208
34,1,18,23.66785101073705,87.02532800923707,store34@asansol.com,9254126074,2024-09-30 09:00:00,2024-09-30 21:00:00,2845
35,1,18,23.71011743726246,87.09756467770092,store35@asansol.com,9308704300,2024-09-30 09:00:00,2024-09-30 21:00:00,1695
36,1,18,23.602665101980534,87.08746310504131,store36@asansol.com,9092011869,2024-09-30 09:00:00,2024-09-30 21:00:00,3598
37,1,18,23.726133756610935,86.94323780971068,store37@asansol.com,9617656709,2024-09-30 09:00:00,2024-09-30 21:00:00,2936
38,1,18,23.652271931623456,87.04511914118308,store38@asansol.com,9298786659,2024-09-30 09:00:00,2024-09-30 21:00:00,1056
39,1,18,23.791877837883867,87.09333192013803,store39@asansol.com,9606112428,2024-09-30 09:00:00,2024-09-30 21:00:00,4923
40,1,18,23.62348477381375,86.96823522318779,store40@asansol.com,9587604979,2024-09-30 09:00:00,2024-09-30 21:00:00,1677
41,1,24,23.286128169071727,87.89652568588474,store41@barddhaman.com,9604005477,2024-09-30 09:00:00,2024-09-30 21:00:00,4494
42,1,24,23.230440319434038,87.93655985281822,store42@barddhaman.com,9907709011,2024-09-30 09:00:00,2024-09-30 21:00:00,1959
43,1,24,23.21790199955452,87.98054694439142,store43@barddhaman.com,9386837232,2024-09-30 09:00:00,2024-09-30 21:00:00,3489
44,1,24,23.076082940353107,87.84264139039387,store44@barddhaman.com,9401165221,2024-09-30 09:00:00,2024-09-30 21:00:00,1662
45,1,24,23.277205701161446,87.96139550385698,store45@barddhaman.com,9171328333,2024-09-30 09:00:00,2024-09-30 21:00:00,1031
46,1,24,23.282198257492425,87.74698461036704,store46@barddhaman.com,9328462809,2024-09-30 09:00:00,2024-09-30 21:00:00,2789
47,1,24,23.341572634240016,87.92113766731399,store47@barddhaman.com,9345426197,2024-09-30 09:00:00,2024-09-30 21:00:00,4607
48,1,24,23.065100910430157,87.88420825403574,store48@barddhaman.com,9751758826,2024-09-30 09:00:00,2024-09-30 21:00:00,3419
49,1,24,23.278868999220595,87.68509062212652,store49@barddhaman.com,9105583168,2024-09-30 09:00:00,2024-09-30 21:00:00,3918
50,1,24,23.253259019239447,87.99388087285776,store50@barddhaman.com,9464166392,2024-09-30 09:00:00,2024-09-30 21:00:00,1773
51,1,44,28.037261009464444,73.46951892684807,store51@bikaner.com,9617195868,2024-09-30 09:00:00,2024-09-30 21:00:00,1995
52,1,44,28.06069579178002,73.30447079059485,store52@bikaner.com,9001222333,2024-09-30 09:00:00,2024-09-30 21:00:00,2100
53,1,44,28.04365116885345,73.14922369352394,store53@bikaner.com,9904339687,2024-09-30 09:00:00,2024-09-30 21:00:00,3097
54,1,44,27.882045664703988,73.36265558835987,store54@bikaner.com,9235022102,2024-09-30 09:00:00,2024-09-30 21:00:00,3054
55,1,44,28.076037788982134,73.35210528677787,store55@bikaner.com,9960005968,2024-09-30 09:00:00,2024-09-30 21:00:00,1526
56,1,44,27.939468229767883,73.28130938371783,store56@bikaner.com,9066641257,2024-09-30 09:00:00,2024-09-30 21:00:00,2586
57,1,44,28.08619113410704,73.48701109484192,store57@bikaner.com,9533562326,2024-09-30 09:00:00,2024-09-30 21:00:00,3149
58,1,44,28.03959295663317,73.44185310270827,store58@bikaner.com,9528025327,2024-09-30 09:00:00,2024-09-30 21:00:00,4388
59,1,44,27.978691566755018,73.13045083443615,store59@bikaner.com,9984583692,2024-09-30 09:00:00,2024-09-30 21:00:00,3418
60,1,44,27.94003462825626,73.24237153996077,store60@bikaner.com,9686253314,2024-09-30 09:00:00,2024-09-30 21:00:00,2166
61,1,1,30.259456359178394,74.45123851955405,store61@abohar.com,9486853770,2024-09-30 09:00:00,2024-09-30 21:00:00,1363
62,1,1,30.11409649355891,74.35940898289762,store62@abohar.com,9426346518,2024-09-30 09:00:00,2024-09-30 21:00:00,1389
