city_id,name,center_latitude,center_longitude,radius,district,state,country,population,list_of_operators
1,Abohar,30.144533,74.19552,27.93139914333097,Abohar,Punjab,India,8711075,"[1, 5, 13, 19, 20]"
2,Adilabad,19.4,78.31,23.636250014636452,Adilabad,Telangana,India,13123323,"[6, 7, 13, 16]"
3,Agartala,23.836049,91.279386,24.634129426475734,Agartala,Tripura,India,1623127,"[2, 12, 19]"
4,Agra,27.187935,78.003944,16.64392718332242,Agra,Uttar Pradesh,India,1682035,"[2, 3, 4, 5, 11, 17, 18]"
5,Ahmadnagar,19.094571,74.738432,29.738838156757094,Ahmadnagar,Maharashtra,India,14222039,"[5, 7, 11, 12, 14, 17, 18]"
6,Ahmedabad,23.025793,72.587265,28.94970584279823,Ahmedabad,Gujarat,India,2092315,"[8, 10, 15]"
7,Aizawl  ,23.736701,92.714596,28.115221677649057,Aizawl  ,Mizoram,India,14972694,"[8, 12, 14, 15, 19, 20]"
8,Ajmer,26.452103,74.638667,26.614067892951915,Ajmer,Rajasthan,India,12912477,"[5, 17]"
9,Akola,20.709569,76.998103,23.38177710259979,Akola,Maharashtra,India,11016832,"[3, 11, 15]"
10,Alappuzha,9.494647,76.331108,11.91770299645029,Alappuzha,Kerala,India,10226399,"[4, 7, 8, 9]"
11,Aligarh,27.881453,78.07464,14.338043902515524,Aligarh,Uttar Pradesh,India,1078972,"[4, 5, 6, 9]"
12,Alipurduar,26.4835,89.522855,24.077942183495743,Alipurduar,West Bengal,India,1757409,"[9, 14, 16]"
13,Allahabad,25.44478,81.843217,23.749235569605375,Allahabad,Uttar Pradesh,India,2173753,"[1, 2, 7, 13, 18]"
14,Alwar,27.566291,76.610202,19.179143198909504,Alwar,Rajasthan,India,5326724,"[2, 9, 10, 18, 19, 20]"
15,Ambala,30.360993,76.797819,13.344290864750514,Ambala,Haryana,India,10618719,"[5, 6, 10, 14]"
16,Amaravati,20.933272,77.75152,20.484518058984534,Amaravati,Maharashtra,India,13098844,"[6, 7, 18]"
17,Amritsar,31.622337,74.875335,24.419836463547902,Amritsar,Punjab,India,5049254,"[4, 10]"
18,Asansol,23.683333,86.983333,23.4731093375946,Asansol,West Bengal,India,3247938,"[1, 6, 17]"
19,Aurangabad,19.880943,75.346739,11.529375957155398,Aurangabad,Maharashtra,India,6981367,"[6, 12]"
20,Aurangabad,24.752037,84.374202,25.806066038826252,Aurangabad,Bihar,India,14684048,"[5, 13]"
21,Bakshpur,25.894283,80.792104,10.87482922456111,Bakshpur,Uttar Pradesh,India,4714533,"[3, 4, 8, 12, 16]"
22,Bamanpuri,28.804495,79.040305,28.94360314368804,Bamanpuri,Uttar Pradesh,India,11185250,"[17, 20]"
23,Baramula,34.209004,74.342853,29.88861020385678,Baramula,Jammu and Kashmir,India,11813586,"[8, 12, 13, 14]"
