Request_id,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Distance
1,16,30.150355933840533,74.10797908201998,30.139752746859536,74.07193007762164,3.6613742819194544
2,10,30.156015490473514,73.99647399484226,30.139752746859536,74.07193007762164,7.477349340038083
3,5,30.122047293340724,73.99358863649776,30.139752746859536,74.07193007762164,7.787106839190188
4,43,30.2017652961996,74.0124140076402,30.139752746859536,74.07193007762164,8.96000657240521
5,37,30.20998976367019,74.12531699806952,30.139752746859536,74.07193007762164,9.345213331908644
6,28,30.20993222822409,74.13041368973121,30.139752746859536,74.07193007762164,9.617785005103842
7,48,30.15228387305068,74.1713712903163,30.139752746859536,74.07193007762164,9.662825032280068
8,21,30.06761823832425,74.00618158203879,30.139752746859536,74.07193007762164,10.214664580827273
9,22,30.15584088569673,74.17848865187338,30.139752746859536,74.07193007762164,10.401018692674565
10,25,30.15881601447754,74.18086229550673,30.139752746859536,74.07193007762164,10.686441576945775
11,31,30.18810168880608,74.17860505629916,30.139752746859536,74.07193007762164,11.579252413682108
12,33,30.12767230688392,73.95215504976993,30.139752746859536,74.07193007762164,11.596541063618735
13,7,30.12892874663702,74.1938152303375,30.139752746859536,74.07193007762164,11.78296073884225
14,18,30.14947542290268,74.19624961831116,30.139752746859536,74.07193007762164,12.002980306860895
15,13,30.089095997675532,74.18539043350572,30.139752746859536,74.07193007762164,12.281253503043587
16,36,30.14675502448947,74.2006076896979,30.139752746859536,74.07193007762164,12.397896369859325
17,46,30.161618337976687,74.2043301445784,30.139752746859536,74.07193007762164,12.960506460185213
18,8,30.1307855050085,74.21038570576104,30.139752746859536,74.07193007762164,13.352020979097691
19,34,30.078359500741968,74.19151826577948,30.139752746859536,74.07193007762164,13.376490297434444
20,1,30.25247744671599,74.12999188821517,30.139752746859536,74.07193007762164,13.720401378171406
21,26,30.25402922684692,74.13834090566868,30.139752746859536,74.07193007762164,14.219809136966486
22,45,30.0150895597206,74.12030003799374,30.139752746859536,74.07193007762164,14.622411291845527
23,11,30.149390001302216,74.22529720440332,30.139752746859536,74.07193007762164,14.78621072670595
24,19,30.00797059923835,74.02896530504655,30.139752746859536,74.07193007762164,15.225565882594355
25,39,30.27050527009947,74.01719399016598,30.139752746859536,74.07193007762164,15.461270249576542
26,23,30.24987033153885,74.18265559446627,30.139752746859536,74.07193007762164,16.222577502067615
27,35,30.013422587936173,74.18695791982196,30.139752746859536,74.07193007762164,17.883907271204254
28,12,30.2866030615038,73.9731578634161,30.139752746859536,74.07193007762164,18.88693093353191
29,20,30.298969949936897,74.00237168851203,30.139752746859536,74.07193007762164,18.923668809112517
30,30,30.28268653051337,74.19053535434018,30.139752746859536,74.07193007762164,19.55749570064568
31,54,19.57340852826184,78.31145572382938,19.530882681905712,78.33958728880316,5.572182993393316
32,52,19.47230152393347,78.34049460288972,19.530882681905712,78.33958728880316,6.51462174603146
33,98,19.45480690785915,78.33442213719373,19.530882681905712,78.33958728880316,8.476548720134632
34,93,19.45124531841849,78.37225862593839,19.530882681905712,78.33958728880316,9.494439516561526
35,83,19.460220434105068,78.28290583156256,19.530882681905712,78.33958728880316,9.850706997417754
36,53,19.556051637329475,78.43279964559244,19.530882681905712,78.33958728880316,10.160642215347547
37,73,19.460857606295644,78.27130372537877,19.530882681905712,78.33958728880316,10.57628154340712
38,84,19.4609035106016,78.40854044476413,19.530882681905712,78.33958728880316,10.620164425281141
39,85,19.547569937293037,78.44580949396992,19.530882681905712,78.33958728880316,11.284782422608652
40,99,19.43335012818945,78.30002613752433,19.530882681905712,78.33958728880316,11.61100695502441
41,70,19.42665193347922,78.35461834270272,19.530882681905712,78.33958728880316,11.696553633181692
42,77,19.44803895792424,78.2420975595196,19.530882681905712,78.33958728880316,13.758276234999501
43,79,19.40594233042132,78.3510936224708,19.530882681905712,78.33958728880316,13.945005590251222
44,58,19.436211192051488,78.24817787748773,19.530882681905712,78.33958728880316,14.235048333558893
45,82,19.41667937552224,78.27376890991087,19.530882681905712,78.33958728880316,14.452342515380174
46,71,19.401901534042302,78.30866937536003,19.530882681905712,78.33958728880316,14.703775245849691
47,87,19.39937766471557,78.31870129511327,19.530882681905712,78.33958728880316,14.785728575395323
48,74,19.403845969964195,78.29472169590697,19.530882681905712,78.33958728880316,14.888362808850081
49,67,19.39733467390003,78.35423436648132,19.530882681905712,78.33958728880316,14.929046964738477
50,66,19.41277889822556,78.41610250287324,19.530882681905712,78.33958728880316,15.388562837654353
51,60,19.392945979970875,78.31684611483129,19.530882681905712,78.33958728880316,15.52206495241447
52,90,19.402924858532103,78.26988706214298,19.530882681905712,78.33958728880316,15.994980462307087
53,75,19.435208859368792,78.46258008856206,19.530882681905712,78.33958728880316,16.715500347794016
54,61,19.37266530643824,78.33936107582238,19.530882681905712,78.33958728880316,17.592985446734595
55,63,19.35798450719675,78.33702302749249,19.530882681905712,78.33958728880316,19.22727985606006
56,96,19.409270124848582,78.19923570062697,19.530882681905712,78.33958728880316,19.984079476239653
57,89,19.43926423778494,78.17528154857266,19.530882681905712,78.33958728880316,20.01094916806536
58,68,19.346631309171503,78.34109980417345,19.530882681905712,78.33958728880316,20.488431719511397
59,51,19.396672382973694,78.47367187180082,19.530882681905712,78.33958728880316,20.501795403294068
60,65,19.38571431337359,78.21593391485388,19.530882681905712,78.33958728880316,20.703546427249933
61,143,23.93600976285842,91.27599930852185,23.928518343192582,91.3021474996958,2.7850655750037316
62,119,23.9166327776514,91.27377225223591,23.928518343192582,91.3021474996958,3.1725227547995627
63,140,23.926033025223003,91.2686483347343,23.928518343192582,91.3021474996958,3.4160166042340157
64,121,23.934369143817264,91.24294507216732,23.928518343192582,91.3021474996958,6.0521467494076635
65,139,23.95157022016021,91.2396630924368,23.928518343192582,91.3021474996958,6.8480336753226805
66,114,23.867703548026743,91.33176409100956,23.928518343192582,91.3021474996958,7.40229996380158
67,137,23.885479595967823,91.35776640112311,23.928518343192582,91.3021474996958,7.407414926889001
