Request_id,Customer_id,company_id,operator_id,store_id,Delivery_latitude,Delivery_longitude,Delivery_city_id,Delivery_address,items_in_this_request,Request_placing_time
1,1,5,10,1757,30.153377520632446,74.17086528410007,1,Address_1,"[(4, 2), (1, 7), (5, 15), (1, 12), (3, 5)]",2024-11-04 09:00:00
2,2,5,7,2260,30.14642421376664,74.14451845508773,1,Address_2,"[(4, 17), (3, 10), (4, 5)]",2024-11-04 09:00:00
3,3,5,6,1003,30.176783700561927,74.22050404976866,1,Address_3,"[(4, 18), (1, 8), (4, 19), (4, 12), (4, 20), (3, 13)]",2024-11-04 09:00:00
4,4,8,7,510,30.18606813060933,73.97053996964756,1,Address_4,"[(2, 11)]",2024-11-04 09:00:00
5,5,2,10,753,29.933561509896023,74.13220794659122,1,Address_5,"[(4, 20), (1, 14), (5, 9)]",2024-11-04 09:00:00
6,6,5,9,259,30.26617523067781,74.16122840364004,1,Address_6,"[(4, 5), (3, 7), (2, 13), (4, 11), (4, 15)]",2024-11-04 09:00:00
7,7,8,2,1751,30.029954729008345,74.46055783462486,1,Address_7,"[(2, 3), (1, 18), (2, 20), (1, 5), (5, 2)]",2024-11-04 09:00:00
8,8,8,9,1,30.387862410726196,74.09919519785856,1,Address_8,"[(3, 19), (2, 15)]",2024-11-04 09:00:00
9,9,2,8,1004,30.143060780779212,74.17952325392028,1,Address_9,"[(1, 16), (2, 14), (2, 10), (2, 13), (5, 5), (1, 11)]",2024-11-04 09:00:00
10,10,5,9,1502,30.30624725652495,74.16228728617833,1,Address_10,"[(3, 2), (3, 13), (5, 12)]",2024-11-04 09:00:00
11,11,2,4,1752,30.15942698807955,74.160590833326,1,Address_11,"[(1, 3), (2, 10)]",2024-11-04 09:00:00
12,12,8,7,756,30.072501534292655,74.14964649735882,1,Address_12,"[(1, 15), (5, 13), (1, 20), (4, 5), (1, 17), (1, 14)]",2024-11-04 09:00:00
13,13,9,7,10,30.0491193708767,74.2241139689948,1,Address_13,"[(1, 12), (2, 9), (3, 6)]",2024-11-04 09:00:00
14,14,5,7,758,29.954754275359537,73.9986331889882,1,Address_14,"[(5, 14), (1, 3), (3, 2), (3, 16), (4, 11)]",2024-11-04 09:00:00
15,15,8,4,1509,30.18613872801647,74.21677481754335,1,Address_15,"[(2, 3), (1, 13), (3, 4), (5, 19)]",2024-11-04 09:00:00
16,16,2,1,2002,30.196211701098083,74.18580457932501,1,Address_16,"[(3, 1), (2, 12), (1, 19)]",2024-11-04 09:00:00
17,17,8,8,260,30.11573689497887,74.0962519683279,1,Address_17,"[(4, 5), (4, 20)]",2024-11-04 09:00:00
18,18,8,5,2252,30.128951844826094,74.25837524068989,1,Address_18,"[(2, 13), (2, 17), (1, 14), (5, 16)]",2024-11-04 09:00:00
19,19,5,4,1260,30.231635605941403,74.24316265951808,1,Address_19,"[(4, 10)]",2024-11-04 09:00:00
20,20,5,8,505,30.125164169870203,74.45260371143945,1,Address_20,"[(2, 14), (2, 8), (5, 13), (2, 18)]",2024-11-04 09:00:00
21,21,2,4,2,30.116098739729114,74.31117842354593,1,Address_21,"[(4, 15), (3, 5)]",2024-11-04 09:00:00
22,22,9,1,10,30.038109553769548,74.44670294859117,1,Address_22,"[(1, 15), (1, 9), (4, 11)]",2024-11-04 09:00:00
23,23,8,3,3,30.024272004392778,74.07253738588975,1,Address_23,"[(4, 12), (3, 8), (4, 2)]",2024-11-04 09:00:00
24,24,8,5,1005,30.17230766563418,73.9949062695995,1,Address_24,"[(5, 19), (3, 17)]",2024-11-04 09:00:00
25,25,8,5,1258,30.160456445637404,74.18787595715293,1,Address_25,"[(2, 16)]",2024-11-04 09:00:00
26,26,8,1,1509,30.189437675158473,73.92550524100231,1,Address_26,"[(2, 13), (1, 2), (1, 12), (4, 16), (5, 2), (2, 19)]",2024-11-04 09:00:00
27,27,8,8,2255,30.178279368575872,74.20053402989817,1,Address_27,"[(2, 8), (1, 10)]",2024-11-04 09:00:00
28,28,9,5,6,30.182768611955314,74.37345248302509,1,Address_28,"[(2, 16), (4, 1), (5, 14), (2, 4), (2, 12)]",2024-11-04 09:00:00
29,29,9,4,1005,30.33507648758978,74.33055394494359,1,Address_29,"[(2, 10), (5, 13), (3, 6), (2, 5)]",2024-11-04 09:00:00
30,30,9,3,1756,30.00955174428203,74.20451336714406,1,Address_30,"[(2, 5), (5, 8), (1, 20), (5, 18), (5, 4)]",2024-11-04 09:00:00
31,31,8,3,269,19.399877907933025,78.30943941680914,2,Address_31,"[(2, 5), (4, 1), (1, 8)]",2024-11-04 09:00:00
32,32,8,7,515,19.30033671374995,78.19105997297588,2,Address_32,"[(4, 19), (4, 18), (3, 11)]",2024-11-04 09:00:00
33,33,3,1,1262,19.488817917227717,78.37790020163932,2,Address_33,"[(3, 3), (3, 13)]",2024-11-04 09:00:00
34,34,10,9,515,19.250044746182443,78.29753815088831,2,Address_34,"[(2, 2), (5, 11)]",2024-11-04 09:00:00
35,35,8,7,2266,19.380660628554526,78.31886980829857,2,Address_35,"[(5, 6), (3, 19), (1, 7), (4, 20)]",2024-11-04 09:00:00
36,36,8,10,1768,19.46472505612409,78.30770883009076,2,Address_36,"[(1, 13), (5, 19), (3, 10), (5, 14), (4, 16), (5, 7)]",2024-11-04 09:00:00
37,37,3,10,1012,19.515750218251526,78.33412541900265,2,Address_37,"[(2, 9), (2, 6), (4, 20)]",2024-11-04 09:00:00
38,38,8,6,19,19.457605967504286,78.28053560522713,2,Address_38,"[(2, 2), (1, 11), (2, 7), (4, 10), (2, 6), (5, 7)]",2024-11-04 09:00:00
39,39,3,9,261,19.365255504843482,78.25550120433368,2,Address_39,"[(5, 9), (5, 3), (4, 2)]",2024-11-04 09:00:00
40,40,8,9,1767,19.27320623384453,78.31221594230222,2,Address_40,"[(1, 10)]",2024-11-04 09:00:00
41,41,3,5,518,19.332476749448382,78.34993395347415,2,Address_41,"[(4, 7), (5, 13), (5, 6)]",2024-11-04 09:00:00
42,42,3,10,1520,19.390548122175517,78.365680133171,2,Address_42,"[(2, 19), (1, 4)]",2024-11-04 09:00:00
43,43,3,6,764,19.42391819754118,78.42373235136127,2,Address_43,"[(2, 18), (4, 18), (3, 5), (1, 10)]",2024-11-04 09:00:00
44,44,8,1,1261,19.40106466370013,78.37476985196592,2,Address_44,"[(2, 13), (4, 2)]",2024-11-04 09:00:00
45,45,3,3,1762,19.393791758747767,78.25159395990407,2,Address_45,"[(5, 4), (4, 19), (2, 10), (5, 8)]",2024-11-04 09:00:00
46,46,3,8,2014,19.459229724846352,78.30337139128619,2,Address_46,"[(4, 19), (5, 14), (3, 4), (5, 13), (5, 14), (5, 9)]",2024-11-04 09:00:00
47,47,3,3,1514,19.355265024914885,78.34010597568913,2,Address_47,"[(2, 17), (2, 17), (5, 7)]",2024-11-04 09:00:00
48,48,8,8,2011,19.37009916341341,78.26131645212811,2,Address_48,"[(1, 10), (1, 4), (3, 5), (2, 8)]",2024-11-04 09:00:00
49,49,3,8,1015,19.387842638589966,78.17330861703431,2,Address_49,"[(2, 17), (4, 13), (5, 1), (3, 14), (5, 10)]",2024-11-04 09:00:00
50,50,8,4,2270,19.395777262345003,78.31128429787483,2,Address_50,"[(3, 1), (4, 9), (2, 18)]",2024-11-04 09:00:00
51,51,10,10,1020,19.503275088247104,78.2481432195698,2,Address_51,"[(2, 15)]",2024-11-04 09:00:00
52,52,3,4,518,19.433763091483613,78.1654198496201,2,Address_52,"[(1, 19), (2, 16)]",2024-11-04 09:00:00
53,53,3,6,1517,19.395385096295733,78.30966938484983,2,Address_53,"[(3, 19), (2, 3), (2, 2), (5, 4), (4, 6), (5, 1)]",2024-11-04 09:00:00
54,54,3,2,263,19.34904666330628,78.40056124085362,2,Address_54,"[(3, 4), (5, 3), (1, 9), (1, 16), (2, 18)]",2024-11-04 09:00:00
55,55,8,3,512,19.417101663341573,78.29202112159227,2,Address_55,"[(3, 1), (5, 12), (3, 9), (5, 9), (5, 13)]",2024-11-04 09:00:00
56,56,8,3,1770,19.516951707391513,78.36246845300408,2,Address_56,"[(4, 8)]",2024-11-04 09:00:00
57,57,10,10,517,19.386477042810217,78.26255812642135,2,Address_57,"[(3, 18), (2, 19), (3, 9), (3, 12), (3, 9)]",2024-11-04 09:00:00
58,58,10,3,2267,19.510804840394112,78.35979733942293,2,Address_58,"[(3, 10), (1, 6), (5, 14), (2, 14), (3, 16)]",2024-11-04 09:00:00
59,59,3,2,262,19.465647933758373,78.26830238024657,2,Address_59,"[(2, 6), (1, 4)]",2024-11-04 09:00:00
60,60,10,1,767,19.357072555008404,78.33419835455075,2,Address_60,"[(1, 17), (3, 6)]",2024-11-04 09:00:00
61,61,6,3,2275,23.74639185292864,91.45402098452757,3,Address_61,"[(4, 10), (2, 9), (4, 15), (5, 5)]",2024-11-04 09:00:00
62,62,5,2,2280,23.885571680611058,91.28048663330532,3,Address_62,"[(1, 6), (4, 8), (3, 16), (1, 2), (4, 14)]",2024-11-04 09:00:00
63,63,9,1,1280,23.775686142859655,91.39167517131328,3,Address_63,"[(4, 12), (5, 5), (2, 19), (3, 1), (1, 9), (1, 12)]",2024-11-04 09:00:00
64,64,8,9,29,23.697727537955945,91.23725537781851,3,Address_64,"[(3, 8), (3, 20), (5, 18), (4, 7), (5, 17), (4, 15)]",2024-11-04 09:00:00
65,65,8,1,1022,23.799722923692716,91.32448772236079,3,Address_65,"[(4, 10), (2, 19)]",2024-11-04 09:00:00
66,66,8,4,27,23.894867788451748,91.24503147867013,3,Address_66,"[(2, 16)]",2024-11-04 09:00:00
67,67,9,6,2024,23.720949504342997,91.44835062800196,3,Address_67,"[(4, 6), (4, 11), (2, 9), (5, 4)]",2024-11-04 09:00:00
68,68,5,6,522,23.99667724162012,91.12513330411257,3,Address_68,"[(5, 16), (1, 15), (1, 20), (3, 9), (4, 4)]",2024-11-04 09:00:00
69,69,6,1,777,23.887802879928817,91.1231803456418,3,Address_69,"[(4, 18), (2, 8), (1, 20), (4, 10)]",2024-11-04 09:00:00
70,70,8,6,1776,23.839106606731427,91.2283629425645,3,Address_70,"[(4, 3)]",2024-11-04 09:00:00
71,71,9,7,1526,23.714233393590195,91.09923946779496,3,Address_71,"[(2, 6), (3, 14), (5, 12), (4, 4), (3, 14)]",2024-11-04 09:00:00
72,72,5,1,2273,23.864412416555993,91.23002221338588,3,Address_72,"[(3, 4), (2, 6), (1, 8), (3, 14), (2, 7)]",2024-11-04 09:00:00
73,73,5,7,521,23.838964704090863,91.25695542986124,3,Address_73,"[(3, 14)]",2024-11-04 09:00:00
74,74,9,5,2275,23.821441037502378,91.27531508143902,3,Address_74,"[(1, 14), (1, 4)]",2024-11-04 09:00:00
75,75,6,9,772,24.0089977072087,91.34198197487527,3,Address_75,"[(5, 18), (1, 10), (1, 16)]",2024-11-04 09:00:00
76,76,5,4,1774,23.67207712711145,91.17815584080724,3,Address_76,"[(2, 19), (2, 18), (4, 3), (1, 2), (3, 10)]",2024-11-04 09:00:00
77,77,8,7,1529,23.973283664803432,91.46043673260588,3,Address_77,"[(3, 3), (4, 7), (1, 11), (2, 4), (3, 2), (1, 1)]",2024-11-04 09:00:00
78,78,8,3,1274,23.835641127279175,91.27923205887664,3,Address_78,"[(2, 6), (4, 1), (2, 16), (4, 11)]",2024-11-04 09:00:00
79,79,9,3,1524,23.75083095190481,91.3073543405089,3,Address_79,"[(5, 19), (5, 12), (3, 15), (3, 7)]",2024-11-04 09:00:00
80,80,8,9,271,23.83873710430963,91.36698056889932,3,Address_80,"[(3, 3)]",2024-11-04 09:00:00
81,81,6,3,2024,23.96093901468303,91.37602028196842,3,Address_81,"[(1, 20), (1, 20), (2, 17)]",2024-11-04 09:00:00
82,82,6,7,779,23.938242761245203,91.26009001675914,3,Address_82,"[(2, 17), (2, 13), (3, 17)]",2024-11-04 09:00:00
