Request_id,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Assigned_store_id,Store_latitude,Store_longitude,Distance_from_driver_to_store,Distance_store_to_customer,Total_distance
518,17990,23.68335363678293,86.9834324388748,23.684412381041724,86.98471266250955,2427,23.683931447841243,86.98356806026503,0.06571714319047726,0.12823685633843734,0.19395399952891462
446,14386,30.363947246707305,76.79494560630481,30.363873388152072,76.79576309774627,2143,30.362807384446505,76.79342041521208,0.19359157644180516,0.2541049829894541,0.4476965594312593
482,16821,31.62215190607122,74.87687121579881,31.62776223450741,74.87238343025388,415,31.622335698372613,74.87533884870626,0.14652453868765236,0.6651299895205582,0.8116545282082106
114,3875,27.188116407247197,77.99910174944112,27.192280157949394,78.00430580314274,534,27.189640780467627,78.00445373505676,0.5558322996902586,0.29384987770325205,0.8496821773935106
629,20019,25.91355545332417,80.81682575383739,25.903630434156504,80.81443841199469,1955,25.91252742518458,80.81760941365224,0.13860092593418522,1.0388968043970828,1.177497730331268
302,10565,27.857647547056644,78.09212139995478,27.85072169402273,78.09873797286754,1104,27.85473638999218,78.0895176239299,0.41268614755501726,1.010442514723153,1.4231286622781703
477,15953,20.905613997508254,77.73624300584916,20.90858480762115,77.74116965119313,160,20.913404554080703,77.74338685585677,1.1406396685926674,0.5833199794267768,1.7239596480194441
344,11275,26.47977953980759,89.52508283088156,26.464204607782268,89.52643904865592,116,26.470033099704118,89.52416180790607,1.0876250137147871,0.6865965767436684,1.7742215904584555
609,20383,25.89005521252768,80.7794992994427,25.89803680570448,80.79303433035828,955,25.89047853146344,80.778213798413,0.1369387020730496,1.70416891116492,1.8411076132379698
462,15781,20.883828281334992,77.7451973934407,20.897382728033243,77.73497431957898,1156,20.89265672832005,77.73949814383518,1.1464068056734644,0.7049866183694585,1.8513934240429228
622,20614,25.879553493206245,80.81946372575538,25.8932616558007,80.81245205044884,960,25.88153335941791,80.81323302941108,0.6610705363215659,1.3064651417668913,1.9675356780884572
510,16675,31.60788653218271,74.8815661020607,31.622650010954544,74.87256234993531,2167,31.611751891847295,74.88274530792205,0.444077713007391,1.548621869832501,1.992699582839892
493,16039,31.622475565321867,74.8744594064008,31.6042240084024,74.87677150548036,167,31.62224501097873,74.874784226499,0.040039162175678426,2.0126609734714087,2.052700135647087
486,16435,31.63380416587361,74.86432319720997,31.64977251607576,74.87298646807476,164,31.637329041127025,74.8700392866968,0.6681824224118573,1.4114979318369407,2.079680354248798
537,17995,23.64552206818793,86.95865695240008,23.663218203135028,86.95618638602134,1675,23.65119867532839,86.96356438266696,0.8051605150206388,1.533277591697391,2.33843810671803
104,3539,27.185722939467745,77.99257371482275,27.169861998544167,78.00886967920678,1290,27.18368111369876,77.99479353301516,0.3158435259826042,2.07363629909999,2.3894798250825944
467,15691,20.9283138562719,77.74457522707118,20.911505708410537,77.76162606639072,653,20.92597725965142,77.74551706056214,0.27762160108166367,2.321404866208267,2.5990264672899306
611,20739,25.893163597886957,80.80575499357126,25.89779568415806,80.78620687390341,1208,25.89690547497076,80.8081185241896,0.47855773963661513,2.1940237698942378,2.6725815095308527
661,22990,34.20746413556828,74.33014664723606,34.20311219430477,74.3449857000908,476,34.21191118538172,74.32537687746488,0.660984147423491,2.0515429838548993,2.7125271312783905
111,3840,27.185900744478168,78.04560640257407,27.204544814219823,78.04315742848253,531,27.192256053540397,78.03608220407493,1.1776245175532971,1.5351923051950613,2.7128168227483584
719,23682,23.249808155951428,87.84962296830753,23.22842345160692,87.84594156809496,1735,23.251131824342085,87.84844921475971,0.18985082787933394,2.538021311680278,2.727872139559612
288,9590,9.485213270746035,76.3336938828157,9.472792581004487,76.32240955208138,2349,9.488318769229018,76.33671705970099,0.4787253077172757,2.3330104977759842,2.81173580549326
