Request_id,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Assigned_store_id,Store_latitude,Store_longitude,Distance_from_driver_to_store,Distance_store_to_customer,Total_distance
50,1916,19.397145889173,78.30679388174083,19.39943728136846,78.3067769423951,14,19.398041528363915,78.30746790587602,0.12213059358000289,0.17128668644593376,0.29341728002593664
561,18457,19.909323306226376,75.32195733774162,19.91182280314589,75.3207249521032,1931,19.90934274410186,75.32589237618686,0.41141041615726137,0.6065591889485993,1.0179696051058607
584,19801,24.718413012985096,84.29152758187743,24.71411100077029,84.29990340171392,944,24.71257704481352,84.29745242222003,0.8827608527452366,0.3006441607936286,1.1834050135388652
483,16307,31.62331335259826,74.87605915352852,31.624893496915337,74.87902979828709,163,31.61951564903019,74.88100419364682,0.6305238012443178,0.6265301939750241,1.257053995219342
65,2658,23.827122704800423,91.25521315356312,23.821553972046036,91.26658474943343,22,23.825255493242047,91.25945700653776,0.47901312778771166,0.8337184647674242,1.312731592555136
640,21849,28.80017220611464,79.03890933884466,28.80610331648132,79.04414472510922,1461,28.800216963293927,79.04794755039279,0.8807034962818969,0.7521385011738123,1.6328419974557091
592,19687,24.75093544685906,84.36748359762953,24.76518861456856,84.36182210799242,1444,24.74996024492016,84.36691688145537,0.12261181939583982,1.7697389936043186,1.8923508130001585
512,17702,23.666571662128423,86.9840716021506,23.675175206989127,87.00101614919483,174,23.66716365569717,86.98490499617975,0.10741022936246603,1.8669948461381447,1.9744050755006106
499,16985,31.620998228817875,74.86641398128059,31.62696227403034,74.85851401807054,920,31.622649666356743,74.85280384454335,1.3017003730114973,0.7226788970987048,2.0243792701102024
102,3468,27.173507526404308,78.01644814114212,27.169636648469165,78.01947023634078,2288,27.17209700074824,78.00779586007779,0.8701589984854298,1.1868425263569569,2.0570015248423865
223,7114,26.4275123755402,74.67443198125387,26.42729897201965,74.67216847658499,330,26.434012696592,74.66480699409588,1.2003896505038818,1.046229919604553,2.246619570108435
536,17832,23.669491854469506,86.98366568919847,23.6848923491216,86.98426712173469,174,23.66716365569717,86.98490499617975,0.2880115129453088,1.972410709179892,2.2604222221252006
351,11232,26.48773025818812,89.50458266439884,26.473356364104323,89.5192502511811,1863,26.48306925628913,89.50500381116326,0.5199718678305721,1.7824339503450999,2.302405818175672
629,20538,25.919043348471508,80.6968384484793,25.927607357552827,80.69090237465683,2205,25.93332044685141,80.69047560054362,1.7103149740906736,0.6366984848586285,2.347013458949302
468,15668,20.90990792556136,77.76374018023789,20.9180852621132,77.7756513670669,654,20.919965262414767,77.7628812230557,1.1218780610798345,1.342751469211757,2.4646295302915915
519,17141,23.60451281739004,86.88201007729525,23.62238982517529,86.88564924266578,1177,23.61302396734984,86.89191694506344,1.3836683957324876,1.2216170730915217,2.6052854688240092
356,11291,26.48759424817135,89.50829494335916,26.49926775447253,89.51429861563103,1863,26.48306925628913,89.50500381116326,0.6003788437459957,2.024832109854602,2.6252109536005976
369,12677,25.43916055797325,81.84395409907125,25.448880337843708,81.86432838065542,2380,25.43577500581882,81.84620742001486,0.4392223085609993,2.3311604975553104,2.77038280611631
717,23835,23.255425748936,87.88763925637272,23.256595439021112,87.87470427567786,2231,23.25909110577444,87.89451094592783,0.8117431590605254,2.042368638016188,2.8541117970767136
276,9662,9.464664858164216,76.32224436843354,9.471923355075637,76.29761604974001,599,9.47177673385258,76.30749216636906,1.8009361456613728,1.0833248742302604,2.884261019891633
527,17292,23.69689904026897,86.98418574767493,23.695100960422124,86.9789775989028,1425,23.709148897728827,86.97898019659854,1.4616011531547772,1.5620593807170493,3.0236605338718263
533,17869,23.681833512865893,86.98681040579257,23.66474194044081,86.97893577581361,673,23.67944236857926,86.99445930692387,0.8230341060202011,2.274026641647817,3.097060747668018
672,22432,34.231043936054384,74.32960306178994,34.20922459888844,74.34312320477468,2478,34.232778035174434,74.33253991405137,0.3317773899513012,2.7939488100771195,3.1257262000284207
238,7470,26.558288902505204,74.59755546596446,26.533181209445544,74.58281866284985,1572,26.542102602662457,74.59056449144623,1.9294976647592337,1.2561212959804076,3.1856189607396415
283,9401,9.534939547120093,76.30175322838465,9.54483873534796,76.2941678219262,99,9.525898704494372,76.30206766792027,1.0058870139854292,2.2772431682308203,3.2831301822162495
494,16231,31.6113234943938,74.87275328869067,31.625582669209585,74.85121180743995,912,31.61363904722356,74.87755192600206,0.5222839744172839,2.8256397811838987,3.3479237556011827
31,1294,19.39021894628899,78.30905622684767,19.3845768495484,78.28862149242953,14,19.398041528363915,78.30746790587602,0.8856407282085836,2.47974770896426,3.3653884371728435
723,24489,28.28571551836544,79.37350933787802,28.27623260082196,79.401956886701,1998,28.28615427295182,79.39432473286126,2.038776348257753,1.3325454110919273,3.37132175934968
249,8786,20.712749763656102,76.99295828059302,20.696257115431248,77.01594430486703,837,20.71347498440478,76.99077016002735,0.24144599886779883,3.243720063233647,3.4851660621014457
241,8111,20.635210271700736,77.03925463378779,20.654526913237383,77.03255332633651,1832,20.630041878827107,77.03403741884925,0.7905939749637677,2.7269877635870925,3.5175817385508603
47,1324,19.402972900570376,78.31623333702952,19.39245779442989,78.30565111891205,1513,19.40665490329473,78.32476558830338,0.9840631686935823,2.5517036995869975,3.5357668682805796
444,14268,30.3669565383469,76.78863749331715,30.347329577864212,76.81781731814635,399,30.366714839434724,76.7904598569966,0.1768906063845978,3.396560227181364,3.573450833565962
37,1789,19.397830686844888,78.30279290922991,19.372525755812127,78.28953802189994,2262,19.394863996126222,78.29271246344577,1.1075448455492412,2.5061176635483213,3.6136625090975625
86,2921,23.836323749049672,91.2897235175381,23.83925627647568,91.30300216176708,1524,23.83336897304494,91.2790143598649,1.1377188402599698,2.526107770042915,3.663826610302885
340,11968,26.51333576312732,89.51010405428786,26.51916951542659,89.53792020907962,2366,26.519849628286934,89.50834256762477,0.7452118201134934,2.9438066897625834,3.689018509876077
644,21876,28.7998237316682,79.0415137089524,28.822750541346053,79.01509156302498,470,28.79909153353515,79.03868109441973,0.2877712858327988,3.493320531011553,3.781091816844352
139,4929,19.08607497844514,74.76642155217985,19.080276005325302,74.73137219808434,1793,19.08697946824457,74.75763744222994,0.9285156053497234,2.858935127089868,3.7874507324395914
83,2792,23.787931909139512,91.22803440445836,23.81392510695966,91.21016989682876,1276,23.790738781201902,91.2169246003896,1.1726883844351208,2.6682153672074467,3.8409037516425677
265,8538,20.698459423489428,76.98343622025368,20.664693424404778,76.9775517098118,1831,20.69360129856745,76.98526180610448,0.5726040349005341,3.312970084360762,3.885574119261296
722,220,30.11813214080581,74.18473236993172,28.36270785433509,79.38718479067853,495,28.357219833188157,79.41658638880664,1.064803953385147,2.9409369623779034,4.005740915763051
591,19907,24.747848564526667,84.43205334021924,24.73947272965361,84.4157069074899,1693,24.744129983620752,84.44359922167098,1.2370990892964517,2.8639859514195245,4.101085040715976
326,10551,27.87111757831498,78.0728249054182,27.87887086614144,78.07551617578994,2106,27.858622603109996,78.08326956394977,1.7275850051867851,2.377002190300431,4.104587195487216
252,8248,20.66546426528694,76.95507948763479,20.64441672386874,76.9713510681294,1589,20.671529064895147,76.9607639008903,0.8969565860511853,3.209696366567223,4.106652952618409
61,2771,23.82906536150533,91.267711925396,23.799183763351017,91.27283707820926,22,23.825255493242047,91.25945700653776,0.9404869210374237,3.2026821923934228,4.143169113430846
