Request_id,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Assigned_store_id,Store_latitude,Store_longitude,Distance_from_driver_to_store,Distance_store_to_customer,Total_distance
433,14922,30.36022433473374,76.79743978318433,30.361115146912468,76.79783894909421,2394,30.3599312139961,76.79692307734513,0.05933061002930194,0.15828102630943125,0.2176116363387332
740,24154,28.346832003865444,79.422052509885,28.347489398699874,79.42018876051762,1748,28.347682446229783,79.42203345981106,0.0945832506470196,0.1817955113664387,0.2763787620134583
41,1956,19.39517035828542,78.30402482013154,19.40290368388547,78.30616735320163,2262,19.39499232340235,78.30058213292415,0.3616276368384914,1.056895509777809,1.4185231466163004
691,23016,23.25533911668928,87.84342490667703,23.25704281281068,87.85147463773392,1735,23.250944002338763,87.84449338589748,0.5007567927173361,0.9841626323389736,1.4849194250563098
570,18784,19.881481368941444,75.33365586353355,19.88380322056552,75.34684811123824,2434,19.880599826264408,75.34341634166759,1.0253279467455811,0.5056209626525813,1.5309489093981625
462,15251,20.86185178872463,77.72805748717951,20.86447492857836,77.71281454174026,652,20.863173030161715,77.72303049605505,0.542596367133152,1.0713027406345816,1.6138991077677336
713,23464,23.207292534530083,87.83957507762433,23.20778171473897,87.82782971634308,1234,23.207779165931687,87.84318502616902,0.37287458023699616,1.569270267001688,1.9421448472386842
480,15035,20.91874735269138,77.72398567770166,20.929238851803746,77.72816091414347,1653,20.916625122633658,77.72976160045637,0.644668389055003,1.4124014692256879,2.0570698582806908
706,23696,23.30152599938804,87.89146272858675,23.285725389463217,87.89772616902805,2487,23.29133058102871,87.89048973713254,1.1380255711106568,0.966812591946516,2.104838163057173
293,9875,9.494435864671289,76.33112873755312,9.496047993218184,76.32516109906744,848,9.50414856493754,76.32354085846045,1.3634161213470504,0.9181020309015258,2.281518152248576
157,5909,22.99474222833516,72.50723233569485,23.001916222435334,72.49426379803532,57,23.00532277361927,72.50411480080083,1.219008569470376,1.077081815569534,2.29609038503991
310,10092,27.88598615839792,78.08332237389004,27.905596661800708,78.07811047690298,1606,27.88937468198261,78.07774690236458,0.6650069255763059,1.8041556819834745,2.4691626075597806
69,2555,23.837428947416427,91.27450153485266,23.82839384394376,91.26245050587605,1021,23.83611280485047,91.2797333909958,0.5518901246682507,1.9562522250312424,2.5081423496994932
314,10163,27.857334020994585,78.04930241362736,27.87270728485462,78.06327771405792,856,27.864985350287625,78.04627150457307,0.9014538965378097,1.8793069645372322,2.780760861075042
582,19843,24.74326320479768,84.35703559086741,24.754383112692206,84.36662246439569,2447,24.743756274603875,84.34981893474229,0.7308420028991536,2.0677506131641463,2.7985926160633
528,17584,23.672176003749765,87.00456495177411,23.66656108472364,86.97763467505843,1928,23.673141301727277,87.00326324214839,0.17057043131028854,2.7106469416609027,2.881217372971191
272,9024,9.504708753639392,76.3340578574443,9.49486766374272,76.33126563870442,1600,9.505644552288718,76.32186168232123,1.3415752666102896,1.5810283304710033,2.922603597081293
72,2643,23.81419671874928,91.27818464714348,23.827795160265005,91.2982231538586,2272,23.82003874658653,91.27757788125982,0.6525296669122765,2.2702485821682488,2.922778249080525
235,7999,26.446484279670667,74.62643727769341,26.42722041866381,74.64392896895885,1324,26.443422645764706,74.6251714374958,0.36301637279906873,2.5949770052441887,2.9579933780432572
301,10892,27.88072635296729,78.08346555273185,27.872877603321392,78.10872234650951,605,27.883966576277352,78.08417558607134,0.3669927133915179,2.7095182970611105,3.0765110104526285
612,20209,25.914333840244904,80.80473873612917,25.885062962307124,80.79997733022307,458,25.90675837148548,80.8018803566097,0.8895456044436495,2.4199182103723644,3.309463814816014
476,15751,20.93830165754302,77.77902494818841,20.93361148142915,77.74871184061482,2409,20.94081642642109,77.77420666804001,0.5732171465392484,2.7662681194028385,3.339485265942087
605,20820,25.87843349235911,80.74796331470037,25.901397266644103,80.76958285828152,709,25.884513338571825,80.75731808675947,1.1545099155004968,2.242737976520854,3.3972478920213507
226,7917,26.428838228313182,74.63863644312708,26.456666788949725,74.64550303091156,330,26.437463220959863,74.63400815619985,1.0640297808389514,2.4226720155496237,3.486701796388575
673,22712,34.18836878890362,74.3421991304097,34.20855931099251,74.34329222874405,2226,34.189098979718025,74.35462633694442,1.145927701364525,2.4018694770326032,3.5477971783971283
481,16121,31.63769221882237,74.85311105089323,31.626544116568542,74.86036581366844,162,31.64777660377921,74.8552303356378,1.1391378415631068,2.4104827233901043,3.5496205649532113
365,12470,25.430364293193183,81.83471968141387,25.442551567265703,81.85786679962268,1878,25.42567823981774,81.83376542530219,0.5298040689403692,3.062294032363515,3.5920981013038844
498,16621,31.617739897416552,74.89512897717614,31.616064289646616,74.86001072780566,1662,31.61884417378738,74.89642633452358,0.17369056034156802,3.462019462305523,3.635710022647091
592,19738,24.735020542230604,84.42165186119722,24.754547577034717,84.4157332207502,943,24.733907191288974,84.43075285383762,0.9274411573509145,2.7510168264904378,3.6784579838413523
737,24745,28.301336993202018,79.44516887279617,28.32496683296319,79.43117254969953,996,28.30309123301185,79.45077692896642,0.582664388676534,3.098355853694098,3.6810202423706317
589,19073,24.722982250687483,84.38314300559361,24.729886378587565,84.37886048116671,946,24.71008568863309,84.37924576119225,1.4870815040343266,2.2020801510082055,3.689161655042532
628,20800,25.84332229614429,80.80689825780797,25.86657400373622,80.80728663783788,453,25.847837385868548,80.7950575084619,1.286904106290007,2.4161978580900993,3.7031019643801066
305,10996,27.88046322190325,78.0760380956371,27.908284158686843,78.05873352722058,1106,27.88153575008181,78.07770170032393,0.20238305701640924,3.5101616327258083,3.7125446897422174
385,12961,25.473533833686652,81.82519716366747,25.444751014307155,81.84328394013706,1128,25.46818202697288,81.8262078595942,0.603681129797039,3.1188804226679046,3.722561552464944
