store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,list_of_items,inventory_capacity
1,1,1,30.24587859185608,74.26185792264299,store1@abohar.com,9685361329,2024-11-04 09:00:00,2024-11-04 21:00:00,[],216.8483552938751
2,1,1,30.14044121256323,74.14085529144427,store2@abohar.com,9262991655,2024-11-04 09:00:00,2024-11-04 21:00:00,[],139.31051836847934
3,1,1,30.296788454031407,74.1558272328976,store3@abohar.com,9285190230,2024-11-04 09:00:00,2024-11-04 21:00:00,[],322.98283348993846
4,1,1,30.049505943460325,74.26800081212896,store4@abohar.com,9628442674,2024-11-04 09:00:00,2024-11-04 21:00:00,[],293.8691157982387
5,1,1,30.145657842877107,74.26604789116483,store5@abohar.com,9320870418,2024-11-04 09:00:00,2024-11-04 21:00:00,[],314.3602298871713
6,1,1,30.20084565108376,74.28392853232235,store6@abohar.com,9109058040,2024-11-04 09:00:00,2024-11-04 21:00:00,[],157.80190548650103
7,1,1,30.22461964826668,74.3322752650133,store7@abohar.com,9533460653,2024-11-04 09:00:00,2024-11-04 21:00:00,[],377.50651187538523
8,1,1,30.209356340559566,74.31429092658743,store8@abohar.com,9202720594,2024-11-04 09:00:00,2024-11-04 21:00:00,[],261.20809686527696
9,1,1,30.194048249850265,74.08031226955117,store9@abohar.com,9563866314,2024-11-04 09:00:00,2024-11-04 21:00:00,[],435.3291326774163
10,1,1,30.210180817295555,74.05914942494569,store10@abohar.com,9708880680,2024-11-04 09:00:00,2024-11-04 21:00:00,[],377.6169247030415
11,1,2,19.572912451056958,78.29949008521872,store11@adilabad.com,9108070502,2024-11-04 09:00:00,2024-11-04 21:00:00,[],131.55554290358623
12,1,2,19.26948958078873,78.4345699762921,store12@adilabad.com,9651124560,2024-11-04 09:00:00,2024-11-04 21:00:00,[],481.4541907378836
13,1,2,19.38359418622418,78.28146868608655,store13@adilabad.com,9699267998,2024-11-04 09:00:00,2024-11-04 21:00:00,[],492.8305231501918
14,1,2,19.54795610319567,78.43474115818076,store14@adilabad.com,9241606039,2024-11-04 09:00:00,2024-11-04 21:00:00,[],364.86817040838423
15,1,2,19.408287334383328,78.43998040746081,store15@adilabad.com,9916312862,2024-11-04 09:00:00,2024-11-04 21:00:00,[],303.809801046777
16,1,2,19.34758375643141,78.25382093077755,store16@adilabad.com,9571137636,2024-11-04 09:00:00,2024-11-04 21:00:00,[],154.88979920021154
17,1,2,19.251412446503508,78.2822129409219,store17@adilabad.com,9298437297,2024-11-04 09:00:00,2024-11-04 21:00:00,[],316.49765165887453
18,1,2,19.286856790851523,78.29966514721575,store18@adilabad.com,9538812884,2024-11-04 09:00:00,2024-11-04 21:00:00,[],195.58687134614811
19,1,2,19.481938057230543,78.29720552750996,store19@adilabad.com,9714781273,2024-11-04 09:00:00,2024-11-04 21:00:00,[],378.00544732194294
20,1,2,19.52988375671908,78.12716415271206,store20@adilabad.com,9452242450,2024-11-04 09:00:00,2024-11-04 21:00:00,[],179.91087369248837
21,1,3,23.856977333963414,91.2642031357456,store21@agartala.com,9359985153,2024-11-04 09:00:00,2024-11-04 21:00:00,[],331.81749880895563
22,1,3,23.844478656502577,91.32311306497891,store22@agartala.com,9327883570,2024-11-04 09:00:00,2024-11-04 21:00:00,[],249.91158032950472
23,1,3,23.81642708374656,91.42953577979839,store23@agartala.com,9643501486,2024-11-04 09:00:00,2024-11-04 21:00:00,[],186.8399982946084
24,1,3,23.944402102115088,91.12907210632726,store24@agartala.com,9939130716,2024-11-04 09:00:00,2024-11-04 21:00:00,[],394.51617465722217
25,1,3,23.748337524569433,91.46057640668919,store25@agartala.com,9207371910,2024-11-04 09:00:00,2024-11-04 21:00:00,[],308.8475833068834
26,1,3,23.91824504957905,91.1301012496827,store26@agartala.com,9837774844,2024-11-04 09:00:00,2024-11-04 21:00:00,[],385.947498680854
27,1,3,23.806696932165377,91.26661815269169,store27@agartala.com,9854571779,2024-11-04 09:00:00,2024-11-04 21:00:00,[],144.0446076847216
28,1,3,23.833604644882843,91.293010515604,store28@agartala.com,9693049472,2024-11-04 09:00:00,2024-11-04 21:00:00,[],167.64562708014816
29,1,3,23.834452535483287,91.27849762468236,store29@agartala.com,9523012457,2024-11-04 09:00:00,2024-11-04 21:00:00,[],269.6360618507033
30,1,3,23.77559475076246,91.22204758029996,store30@agartala.com,9481298005,2024-11-04 09:00:00,2024-11-04 21:00:00,[],287.0420613659403
31,1,4,27.1516807887414,78.06894678065673,store31@agra.com,9035102991,2024-11-04 09:00:00,2024-11-04 21:00:00,[],141.67996669692855
32,1,4,27.11981811834559,78.04467823060114,store32@agra.com,9931622595,2024-11-04 09:00:00,2024-11-04 21:00:00,[],425.5493324716932
33,1,4,27.25456582596364,77.94298954045789,store33@agra.com,9363688861,2024-11-04 09:00:00,2024-11-04 21:00:00,[],201.823529176663
34,1,4,27.197247079592266,78.0391347840596,store34@agra.com,9674000932,2024-11-04 09:00:00,2024-11-04 21:00:00,[],465.49431326874895
35,1,4,27.172446488471092,78.01910886325935,store35@agra.com,9528877754,2024-11-04 09:00:00,2024-11-04 21:00:00,[],270.1553788565011
36,1,4,27.126236066721507,77.94225824096463,store36@agra.com,9646232018,2024-11-04 09:00:00,2024-11-04 21:00:00,[],171.17149625376425
37,1,4,27.186473500303773,78.00200017909037,store37@agra.com,9651374595,2024-11-04 09:00:00,2024-11-04 21:00:00,[],232.5337885093948
