driver_id,name,latitude,longitude,city_id,vehicle_id,company_id,is_available,max_delivery_radius,pending_orders_count,availability_time
1,Driver_1,30.099487717611847,74.19406126632052,1,1,2,True,19.708521432604932,0,2024-11-04 08:00:00
2,Driver_2,30.137421130388844,74.09330024016889,1,2,4,True,19.708521432604932,0,2024-11-04 08:00:00
3,Driver_3,30.07758647985805,74.1104541201873,1,3,8,True,19.708521432604932,0,2024-11-04 08:00:00
4,Driver_4,30.146452505287016,74.24370984524676,1,4,4,True,19.708521432604932,0,2024-11-04 08:00:00
5,Driver_5,30.04422568347487,74.2458787450643,1,5,4,True,19.708521432604932,0,2024-11-04 08:00:00
6,Driver_6,30.248194280909615,74.14443225282393,1,6,8,True,19.708521432604932,0,2024-11-04 08:00:00
7,Driver_7,30.14740213975939,74.38369652011636,1,7,8,True,19.708521432604932,0,2024-11-04 08:00:00
8,Driver_8,30.166981803049367,74.1828431003565,1,8,4,True,19.708521432604932,0,2024-11-04 08:00:00
9,Driver_9,30.149455282964194,74.25777070679138,1,9,4,True,19.708521432604932,0,2024-11-04 08:00:00
10,Driver_10,30.25945037308712,74.17769534289573,1,10,8,True,19.708521432604932,0,2024-11-04 08:00:00
11,Driver_11,30.14939199181962,74.2064497228651,1,11,8,True,19.708521432604932,0,2024-11-04 08:00:00
12,Driver_12,30.095629816737944,74.07001159210888,1,12,2,True,19.708521432604932,0,2024-11-04 08:00:00
13,Driver_13,30.103261761845665,74.32560168833837,1,13,2,True,19.708521432604932,0,2024-11-04 08:00:00
14,Driver_14,30.080811470745335,74.04092494302328,1,14,8,True,19.708521432604932,0,2024-11-04 08:00:00
15,Driver_15,30.110633715991987,74.03556659396034,1,15,2,True,19.708521432604932,0,2024-11-04 08:00:00
16,Driver_16,30.254544571371547,74.09968632693104,1,16,8,True,19.708521432604932,0,2024-11-04 08:00:00
17,Driver_17,30.217830799297364,74.21548943142938,1,17,8,True,19.708521432604932,0,2024-11-04 08:00:00
18,Driver_18,30.1741759164102,74.22863513713429,1,18,8,True,19.708521432604932,0,2024-11-04 08:00:00
19,Driver_19,30.297515678151502,74.2957769312172,1,19,2,True,19.708521432604932,0,2024-11-04 08:00:00
20,Driver_20,30.132631694741217,74.27386041652359,1,20,8,True,19.708521432604932,0,2024-11-04 08:00:00
21,Driver_21,29.996308138216975,74.08740962857104,1,21,8,True,19.708521432604932,0,2024-11-04 08:00:00
22,Driver_22,30.100878140517576,74.25135227326004,1,22,4,True,19.708521432604932,0,2024-11-04 08:00:00
23,Driver_23,30.208637499393582,74.30091563481449,1,23,2,True,19.708521432604932,0,2024-11-04 08:00:00
24,Driver_24,30.197866406824744,74.0531466967266,1,24,8,True,19.708521432604932,0,2024-11-04 08:00:00
25,Driver_25,30.14416059311379,74.11775866375427,1,25,4,True,19.708521432604932,0,2024-11-04 08:00:00
26,Driver_26,30.02402983021522,74.13938343968748,1,26,8,True,19.708521432604932,0,2024-11-04 08:00:00
27,Driver_27,30.146191286410716,74.2262062162067,1,27,4,True,19.708521432604932,0,2024-11-04 08:00:00
28,Driver_28,30.22495438215444,74.21593910159659,1,28,4,True,19.708521432604932,0,2024-11-04 08:00:00
29,Driver_29,30.02057742000156,74.1837749697015,1,29,2,True,19.708521432604932,0,2024-11-04 08:00:00
30,Driver_30,30.299583728201547,74.18057413232805,1,30,8,True,19.708521432604932,0,2024-11-04 08:00:00
31,Driver_31,30.147119417425433,74.19496011577627,1,31,8,True,19.708521432604932,0,2024-11-04 08:00:00
32,Driver_32,30.149507491484886,74.17855177917468,1,32,4,True,19.708521432604932,0,2024-11-04 08:00:00
33,Driver_33,30.261644966983475,74.2211014334518,1,33,8,True,19.708521432604932,0,2024-11-04 08:00:00
34,Driver_34,30.06769810572886,74.3329198022553,1,34,4,True,19.708521432604932,0,2024-11-04 08:00:00
35,Driver_35,30.07369169729289,74.30836270518803,1,35,8,True,19.708521432604932,0,2024-11-04 08:00:00
36,Driver_36,29.993860643133463,74.25020843885109,1,36,8,True,19.708521432604932,0,2024-11-04 08:00:00
37,Driver_37,30.11225869522867,74.20480655087829,1,37,8,True,19.708521432604932,0,2024-11-04 08:00:00
38,Driver_38,30.126877013253587,74.20885545223652,1,38,4,True,19.708521432604932,0,2024-11-04 08:00:00
39,Driver_39,30.067885148023645,74.14807776318742,1,39,8,True,19.708521432604932,0,2024-11-04 08:00:00
40,Driver_40,30.067225493430833,74.11899355793464,1,40,8,True,19.708521432604932,0,2024-11-04 08:00:00
41,Driver_41,30.131036581772726,74.06930541940585,1,41,2,True,19.708521432604932,0,2024-11-04 08:00:00
42,Driver_42,30.0774243451802,74.06056427853153,1,42,4,True,19.708521432604932,0,2024-11-04 08:00:00
43,Driver_43,30.20498689964131,74.26693946067486,1,43,4,True,19.708521432604932,0,2024-11-04 08:00:00
44,Driver_44,30.108850547060047,74.20466845301476,1,44,2,True,19.708521432604932,0,2024-11-04 08:00:00
