Request_id,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Distance
1,29,30.268517203538277,74.09139303312391,30.283626198609888,74.06931728403944,2.7049101195173963
2,18,30.25011911658294,74.06764164096744,30.283626198609888,74.06931728403944,3.729291224379285
3,20,30.2527561776804,74.04549573882707,30.283626198609888,74.06931728403944,4.12509373275407
4,48,30.27030143619181,74.02826573435289,30.283626198609888,74.06931728403944,4.2113338571241306
5,31,30.305565331477585,74.12346270497765,30.283626198609888,74.06931728403944,5.7424697505247595
6,14,30.27259247643916,74.16969658741304,30.283626198609888,74.06931728403944,9.716853879156414
7,2,30.1753771960709,74.10327637394434,30.283626198609888,74.06931728403944,12.4710705722093
8,33,30.267464513986862,74.22207033171019,30.283626198609888,74.06931728403944,14.778415745194215
9,43,30.156493799324835,74.13946029569182,30.283626198609888,74.06931728403944,15.660838956541586
10,10,30.165583726456465,74.16323651293776,30.283626198609888,74.06931728403944,15.928308613189689
11,26,30.1465195103076,73.97137653549348,30.283626198609888,74.06931728403944,17.916287115174054
12,22,30.170713241377086,74.20890183568424,30.283626198609888,74.06931728403944,18.370787173204494
13,8,30.198154656825118,74.23506591563158,30.283626198609888,74.06931728403944,18.54308641773686
14,49,30.11594002682965,74.08041855263174,30.283626198609888,74.06931728403944,18.676348275706122
15,36,30.237194185060485,74.25696566142692,30.283626198609888,74.06931728403944,18.74744445808578
16,44,30.24072123815038,74.25901908569276,30.283626198609888,74.06931728403944,18.833652159959524
17,46,30.125459501783883,73.99556217625698,30.283626198609888,74.06931728403944,18.961818845289407
18,41,30.1248599881535,73.97262098138253,30.283626198609888,74.06931728403944,19.95024375341043
19,23,30.245054201675224,74.27240313387736,30.283626198609888,74.06931728403944,19.970391738248743
20,40,30.099865166886516,74.07739198096515,30.283626198609888,74.06931728403944,20.448026834135035
21,9,30.09933230564712,74.06868325817972,30.283626198609888,74.06931728403944,20.49263651048141
22,16,30.12862943388768,74.1917554705932,30.283626198609888,74.06931728403944,20.868094749132744
23,50,30.265094268162485,74.28886029770564,30.283626198609888,74.06931728403944,21.183244262060853
24,11,30.17331317564763,74.25286259281728,30.283626198609888,74.06931728403944,21.480775443463255
25,38,30.136609373025266,74.22797703711926,30.283626198609888,74.06931728403944,22.353636196759986
26,30,30.100539057731048,74.16538911410383,30.283626198609888,74.06931728403944,22.354436106421108
27,32,30.080421406717765,74.0913902941391,30.283626198609888,74.06931728403944,22.694733911262492
28,13,30.15957935601274,74.26046182280916,30.283626198609888,74.06931728403944,22.968446278676467
29,3,30.218897394908907,74.29747369207696,30.283626198609888,74.06931728403944,23.06674677102825
30,39,30.08699614817113,74.14733681821411,30.283626198609888,74.06931728403944,23.114526711326025
31,63,19.41049194675264,78.33334102216979,19.40085343261728,78.34846216603002,1.914067114527513
32,64,19.38212479948137,78.35979332507789,19.40085343261728,78.34846216603002,2.3977990093679926
33,69,19.38518068784336,78.36524454167987,19.40085343261728,78.34846216603002,2.4770028031619256
34,57,19.38700715774505,78.32846052474551,19.40085343261728,78.34846216603002,2.602227095502289
35,66,19.43172577117876,78.35705202765179,19.40085343261728,78.34846216603002,3.5490748696294854
36,89,19.4017453483399,78.31349987301004,19.40085343261728,78.34846216603002,3.6682119889252287
37,83,19.39449833506582,78.38410236551121,19.40085343261728,78.34846216603002,3.804261497334895
38,82,19.42206656955352,78.31975537310383,19.40085343261728,78.34846216603002,3.8246080367237245
39,84,19.405012220452655,78.31137254583474,19.40085343261728,78.34846216603002,3.9173383359719938
40,72,19.40812621914713,78.31065338467735,19.40085343261728,78.34846216603002,4.046958473719136
41,99,19.384637263903148,78.31356728837953,19.40085343261728,78.34846216603002,4.080063481942569
42,68,19.40302201889898,78.30873997439024,19.40085343261728,78.34846216603002,4.173049092625467
43,62,19.401027220987725,78.308594866924,19.40085343261728,78.34846216603002,4.181365570281044
44,88,19.370731358898308,78.37351448566237,19.40085343261728,78.34846216603002,4.257197207748835
45,51,19.40195551413192,78.30716012063199,19.40085343261728,78.34846216603002,4.33351919590057
46,70,19.38913576855412,78.30713788333058,19.40085343261728,78.34846216603002,4.525895200667066
47,77,19.402223187043923,78.30200129287063,19.40085343261728,78.34846216603002,4.875223209631006
48,67,19.418118389028677,78.30245465143156,19.40085343261728,78.34846216603002,5.192950388082115
49,58,19.390572776702424,78.29889344193765,19.40085343261728,78.34846216603002,5.323178479524044
50,97,19.389159332333417,78.29913746860507,19.40085343261728,78.34846216603002,5.334324870286884
51,90,19.39210529298752,78.29594136473824,19.40085343261728,78.34846216603002,5.59381194344815
52,86,19.39531626403728,78.29500819917946,19.40085343261728,78.34846216603002,5.640109738881955
53,98,19.349581104865056,78.35856542881059,19.40085343261728,78.34846216603002,5.798890600015543
54,91,19.348715057798657,78.36012663271167,19.40085343261728,78.34846216603002,5.925235101114627
55,75,19.45366292660844,78.33764344090417,19.40085343261728,78.34846216603002,5.980735572822362
56,61,19.437508885835744,78.30667418674376,19.40085343261728,78.34846216603002,5.98475330888415
57,65,19.393456973492118,78.29086320562057,19.40085343261728,78.34846216603002,6.096902497960147
58,100,19.35600759784602,78.38597939074931,19.40085343261728,78.34846216603002,6.35245946603928
59,93,19.464639286109374,78.35205041274234,19.40085343261728,78.34846216603002,7.102636703066364
60,95,19.36791605223353,78.2900273659011,19.40085343261728,78.34846216603002,7.140186805750714
61,116,23.787836134772327,91.32445757545408,23.789947376077155,91.33642440014984,1.2400203058511674
62,101,23.801197875706404,91.35919629435678,23.789947376077155,91.33642440014984,2.6330332949528947
63,137,23.786300841407567,91.3677657795346,23.789947376077155,91.33642440014984,3.214603085121673
64,112,23.807891412577717,91.36772376659006,23.789947376077155,91.33642440014984,3.7578580487535946
65,102,23.826705927263134,91.3003370828782,23.789947376077155,91.33642440014984,5.494051881204858
66,113,23.8293281377841,91.3021552719706,23.789947376077155,91.33642440014984,5.597233094390857
67,147,23.84234046513232,91.3466894137566,23.789947376077155,91.33642440014984,5.918688673907466
68,145,23.844755521562185,91.33719838152828,23.789947376077155,91.33642440014984,6.094896274811694
69,140,23.808479717367224,91.27991222567296,23.789947376077155,91.33642440014984,6.107656722481011
70,132,23.765703314515743,91.27706186353365,23.789947376077155,91.33642440014984,6.614768588379179
71,108,23.74518182437461,91.291387624098,23.789947376077155,91.33642440014984,6.766286747704493
72,121,23.848380182478603,91.31409893306088,23.789947376077155,91.33642440014984,6.882892293843459
73,124,23.82997168069956,91.2754180526624,23.789947376077155,91.33642440014984,7.637039507055736
74,107,23.836616939110176,91.2801440429888,23.789947376077155,91.33642440014984,7.727178588280749
75,119,23.83611737320078,91.27955006102756,23.789947376077155,91.33642440014984,7.735083799478715
